 Charge State log10(Te (eV)) log10(Electron Density (cm-3)) log10(Coefficient) te intervals          48 ne intervals          26 z          24
           1   0.0000000000000000        10.000000000000000       -74.000000000000000     
           1   0.0000000000000000        10.199999999999999       -74.000000000000000     
           1   0.0000000000000000        10.400000000000000       -74.000000000000000     
           1   0.0000000000000000        10.600000000000000       -74.000000000000000     
           1   0.0000000000000000        10.800000000000001       -74.000000000000000     
           1   0.0000000000000000        11.000000000000000       -74.000000000000000     
           1   0.0000000000000000        11.199999999999999       -74.000000000000000     
           1   0.0000000000000000        11.400000000000000       -74.000000000000000     
           1   0.0000000000000000        11.600000000000000       -74.000000000000000     
           1   0.0000000000000000        11.800000000000001       -74.000000000000000     
           1   0.0000000000000000        12.000000000000000       -74.000000000000000     
           1   0.0000000000000000        12.199999999999999       -74.000000000000000     
           1   0.0000000000000000        12.400000000000000       -74.000000000000000     
           1   0.0000000000000000        12.600000000000000       -74.000000000000000     
           1   0.0000000000000000        12.800000000000001       -74.000000000000000     
           1   0.0000000000000000        13.000000000000000       -74.000000000000000     
           1   0.0000000000000000        13.199999999999999       -74.000000000000000     
           1   0.0000000000000000        13.400000000000000       -74.000000000000000     
           1   0.0000000000000000        13.600000000000000       -74.000000000000000     
           1   0.0000000000000000        13.800000000000001       -74.000000000000000     
           1   0.0000000000000000        14.000000000000000       -74.000000000000000     
           1   0.0000000000000000        14.199999999999999       -74.000000000000000     
           1   0.0000000000000000        14.400000000000000       -74.000000000000000     
           1   0.0000000000000000        14.600000000000000       -74.000000000000000     
           1   0.0000000000000000        14.800000000000001       -74.000000000000000     
           1   0.0000000000000000        15.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   10.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   10.199999999999999       -74.000000000000000     
           1   9.9979999999999999E-002   10.400000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   10.600000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   10.800000000000001       -74.000000000000000     
           1   9.9979999999999999E-002   11.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   11.199999999999999       -74.000000000000000     
           1   9.9979999999999999E-002   11.400000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   11.600000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   11.800000000000001       -74.000000000000000     
           1   9.9979999999999999E-002   12.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   12.199999999999999       -74.000000000000000     
           1   9.9979999999999999E-002   12.400000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   12.600000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   12.800000000000001       -74.000000000000000     
           1   9.9979999999999999E-002   13.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   13.199999999999999       -74.000000000000000     
           1   9.9979999999999999E-002   13.400000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   13.600000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   13.800000000000001       -74.000000000000000     
           1   9.9979999999999999E-002   14.000000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   14.199999999999999       -74.000000000000000     
           1   9.9979999999999999E-002   14.400000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   14.600000000000000       -74.000000000000000     
           1   9.9979999999999999E-002   14.800000000000001       -74.000000000000000     
           1   9.9979999999999999E-002   15.000000000000000       -74.000000000000000     
           1  0.19996000000000000        10.000000000000000       -74.000000000000000     
           1  0.19996000000000000        10.199999999999999       -74.000000000000000     
           1  0.19996000000000000        10.400000000000000       -74.000000000000000     
           1  0.19996000000000000        10.600000000000000       -74.000000000000000     
           1  0.19996000000000000        10.800000000000001       -74.000000000000000     
           1  0.19996000000000000        11.000000000000000       -74.000000000000000     
           1  0.19996000000000000        11.199999999999999       -74.000000000000000     
           1  0.19996000000000000        11.400000000000000       -74.000000000000000     
           1  0.19996000000000000        11.600000000000000       -74.000000000000000     
           1  0.19996000000000000        11.800000000000001       -74.000000000000000     
           1  0.19996000000000000        12.000000000000000       -74.000000000000000     
           1  0.19996000000000000        12.199999999999999       -74.000000000000000     
           1  0.19996000000000000        12.400000000000000       -74.000000000000000     
           1  0.19996000000000000        12.600000000000000       -74.000000000000000     
